AIA193,AIA211,HMI_m
2015-08-23T02-33-58.fits,2015-08-23T02-34-02.fits,2015-08-19T03-01-30.fits
2018-12-10T06-22-46.fits,2018-12-10T06-22-52.fits,2018-12-06T06-01-30.fits
2019-08-21T01-30-01.fits,2019-08-21T01-30-07.fits,2019-08-17T00-01-30.fits
2016-05-02T02-38-41.fits,2016-05-02T02-38-46.fits,2016-04-28T03-01-30.fits
2013-08-25T05-42-28.fits,2013-08-25T05-42-35.fits,2013-08-21T06-01-30.fits
2018-06-01T07-20-04.fits,2018-06-01T07-20-08.fits,2018-05-28T06-01-30.fits
2012-10-17T19-54-11.fits,2012-10-17T19-54-11.fits,2012-10-13T21-01-30.fits
2013-06-16T09-44-59.fits,2013-06-16T09-45-07.fits,2013-06-12T09-01-30.fits
2016-01-24T03-36-27.fits,2016-01-24T03-36-31.fits,2016-01-20T03-01-30.fits
2016-04-18T02-35-51.fits,2016-04-18T02-35-56.fits,2016-04-14T03-01-30.fits
2018-10-18T08-15-34.fits,2018-10-18T08-15-39.fits,2018-10-14T09-01-30.fits
2017-08-19T02-32-36.fits,2017-08-19T02-32-40.fits,2017-08-15T03-01-30.fits
2020-01-04T05-22-02.fits,2020-01-04T05-22-11.fits,2019-12-31T06-01-30.fits
2016-09-10T01-30-07.fits,2016-09-10T01-30-12.fits,2016-09-06T00-01-30.fits
2012-10-19T13-33-32.fits,2012-10-19T13-33-32.fits,2012-10-15T15-01-30.fits
2015-09-19T01-30-12.fits,2015-09-19T01-30-19.fits,2015-09-15T00-01-30.fits
2014-05-17T05-44-49.fits,2014-05-17T05-44-56.fits,2014-05-13T06-01-30.fits
2018-11-30T02-30-20.fits,2018-11-30T02-30-27.fits,2018-11-26T03-01-30.fits
2012-11-08T06-23-58.fits,2012-11-08T06-24-05.fits,2012-11-04T06-01-30.fits
2012-12-07T01-45-55.fits,2012-12-07T01-45-55.fits,2012-12-03T03-01-30.fits
2019-07-02T01-30-08.fits,2019-07-02T01-30-14.fits,2019-06-28T00-01-30.fits
2020-02-15T08-15-01.fits,2020-02-15T08-15-04.fits,2020-02-11T09-01-30.fits
2019-01-27T12-52-28.fits,2019-01-27T12-52-36.fits,2019-01-23T12-01-30.fits
2018-04-30T06-23-45.fits,2018-04-30T06-23-50.fits,2018-04-26T06-01-30.fits
2019-05-05T02-49-06.fits,2019-05-05T02-49-12.fits,2019-05-01T03-01-30.fits
2019-04-03T10-52-33.fits,2019-04-03T10-52-39.fits,2019-03-30T12-01-30.fits
2017-10-07T03-42-25.fits,2017-10-07T03-42-30.fits,2017-10-03T03-01-30.fits
2017-10-27T07-53-28.fits,2017-10-27T07-53-33.fits,2017-10-23T09-01-30.fits
2016-03-22T03-44-12.fits,2016-03-22T03-44-16.fits,2016-03-18T03-01-30.fits
2012-10-19T16-22-06.fits,2012-10-19T16-22-06.fits,2012-10-15T15-01-30.fits
2012-10-18T14-36-40.fits,2012-10-18T14-36-40.fits,2012-10-14T15-01-30.fits
2014-05-03T05-34-52.fits,2014-05-03T05-34-59.fits,2014-04-29T06-01-30.fits
2013-05-17T03-30-31.fits,2013-05-17T03-30-39.fits,2013-05-13T03-01-30.fits
2012-12-07T14-48-58.fits,2012-12-07T14-48-58.fits,2012-12-03T15-01-30.fits
2012-10-23T14-57-58.fits,2012-10-23T14-57-58.fits,2012-10-19T15-01-30.fits
2020-02-09T05-55-25.fits,2020-02-09T05-55-22.fits,2020-02-05T06-01-30.fits
2018-11-18T02-30-08.fits,2018-11-18T02-30-15.fits,2018-11-14T03-01-30.fits
2017-04-19T07-53-58.fits,2017-04-19T07-54-03.fits,2017-04-15T09-01-30.fits
2016-07-26T05-54-53.fits,2016-07-26T05-54-59.fits,2016-07-22T06-01-30.fits
2014-06-05T03-30-27.fits,2014-06-05T03-30-35.fits,2014-06-01T03-01-30.fits
2020-01-13T07-15-56.fits,2020-01-13T07-16-01.fits,2020-01-09T06-01-30.fits
2016-12-05T02-30-08.fits,2016-12-05T02-30-13.fits,2016-12-01T03-01-30.fits
2014-12-12T05-30-53.fits,2014-12-12T05-30-58.fits,2014-12-08T06-01-30.fits
2019-10-26T10-23-40.fits,2019-10-26T10-23-48.fits,2019-10-22T09-01-30.fits
2012-10-26T20-17-03.fits,2012-10-26T20-17-03.fits,2012-10-22T21-01-30.fits
2015-04-26T02-35-27.fits,2015-04-26T02-35-31.fits,2015-04-22T03-01-30.fits
2018-09-03T09-38-49.fits,2018-09-03T09-38-57.fits,2018-08-30T09-01-30.fits
2012-10-18T13-42-54.fits,2012-10-18T13-42-54.fits,2012-10-14T15-01-30.fits
2013-02-15T05-12-47.fits,2013-02-15T05-12-55.fits,2013-02-11T06-01-30.fits
2015-04-07T05-43-58.fits,2015-04-07T05-44-02.fits,2015-04-03T06-01-30.fits
2018-04-19T05-01-56.fits,2018-04-19T05-02-02.fits,2018-04-15T06-01-30.fits
2015-10-15T05-48-45.fits,2015-10-15T05-48-50.fits,2015-10-11T06-01-30.fits
2015-07-01T02-35-02.fits,2015-07-01T02-35-07.fits,2015-06-27T03-01-30.fits
2013-02-07T06-27-05.fits,2013-02-07T06-27-13.fits,2013-02-03T06-01-30.fits
2014-11-13T18-35-29.fits,2014-11-13T18-35-34.fits,2014-11-09T18-01-30.fits
2016-02-21T10-19-43.fits,2016-02-21T10-19-47.fits,2016-02-17T09-01-30.fits
2019-12-26T02-30-03.fits,2019-12-26T02-30-09.fits,2019-12-22T03-01-30.fits
2018-07-06T01-30-03.fits,2018-07-06T01-30-08.fits,2018-07-02T00-01-30.fits
2019-07-17T12-51-06.fits,2019-07-17T08-51-56.fits,2019-07-13T12-01-30.fits
2020-05-30T09-03-46.fits,2020-05-30T09-03-51.fits,2020-05-26T09-01-30.fits
2019-08-12T06-41-58.fits,2019-08-12T06-42-03.fits,2019-08-08T06-01-30.fits
2018-04-23T05-14-12.fits,2018-04-23T05-14-17.fits,2018-04-19T06-01-30.fits
2019-12-24T02-30-04.fits,2019-12-24T02-30-10.fits,2019-12-20T03-01-30.fits
2016-05-20T08-13-40.fits,2016-05-20T08-13-44.fits,2016-05-16T09-01-30.fits
2013-06-17T11-54-26.fits,2013-06-17T11-54-34.fits,2013-06-13T12-01-30.fits
2018-12-20T07-28-26.fits,2018-12-20T07-28-32.fits,2018-12-16T06-01-30.fits
2012-12-29T04-30-21.fits,2012-12-29T04-30-30.fits,2012-12-25T03-01-30.fits
2015-01-14T06-12-20.fits,2015-01-14T06-12-25.fits,2015-01-10T06-01-30.fits
2018-11-27T22-22-19.fits,2018-11-27T22-22-26.fits,2018-11-23T21-01-30.fits
2014-10-29T07-02-14.fits,2014-10-29T07-02-22.fits,2014-10-25T06-01-30.fits
2013-04-16T05-02-22.fits,2013-04-16T05-02-30.fits,2013-04-12T06-01-30.fits
2017-07-20T07-05-47.fits,2017-07-20T07-05-52.fits,2017-07-16T06-01-30.fits
2017-03-31T01-30-06.fits,2017-03-31T01-30-10.fits,2017-03-27T00-01-30.fits
2016-06-13T01-30-06.fits,2016-06-13T01-30-11.fits,2016-06-09T00-01-30.fits
2012-10-18T07-06-01.fits,2012-10-18T07-06-09.fits,2012-10-14T06-01-30.fits
2018-09-22T06-39-59.fits,2018-09-22T06-40-05.fits,2018-09-18T06-01-30.fits
2017-08-21T01-30-07.fits,2017-08-21T01-30-11.fits,2017-08-17T00-01-30.fits
2019-04-20T01-30-08.fits,2019-04-20T01-30-15.fits,2019-04-16T00-01-30.fits
2012-10-19T00-32-57.fits,2012-10-19T00-32-57.fits,2012-10-15T00-01-30.fits
2019-07-05T07-52-17.fits,2019-07-05T07-52-23.fits,2019-07-01T09-01-30.fits
2012-10-22T14-51-11.fits,2012-10-22T14-51-11.fits,2012-10-18T15-01-30.fits
2014-07-22T07-24-49.fits,2014-07-22T07-24-57.fits,2014-07-18T06-01-30.fits
2016-03-23T07-04-48.fits,2016-03-23T07-04-52.fits,2016-03-19T06-01-30.fits
2018-08-24T02-45-57.fits,2018-08-24T02-46-03.fits,2018-08-20T03-01-30.fits
2016-05-02T04-53-40.fits,2016-05-02T04-53-46.fits,2016-04-28T06-01-30.fits
2012-10-19T14-00-41.fits,2012-10-19T14-00-41.fits,2012-10-15T15-01-30.fits
2013-07-24T11-59-02.fits,2013-07-24T11-59-10.fits,2013-07-20T12-01-30.fits
2017-07-22T02-36-07.fits,2017-07-22T02-36-11.fits,2017-07-18T03-01-30.fits
2018-02-17T02-30-00.fits,2018-02-17T02-30-05.fits,2018-02-13T03-01-30.fits
2016-05-16T02-36-03.fits,2016-05-16T02-36-08.fits,2016-05-12T03-01-30.fits
2012-10-18T23-57-23.fits,2012-10-18T23-57-23.fits,2012-10-15T00-01-30.fits
2018-09-03T05-29-48.fits,2018-09-03T05-29-35.fits,2018-08-30T06-01-30.fits
2018-08-07T10-34-47.fits,2018-08-07T10-34-52.fits,2018-08-03T12-01-30.fits
2015-10-12T09-39-18.fits,2015-10-12T06-03-48.fits,2015-10-08T09-01-30.fits
2018-03-01T04-39-33.fits,2018-03-01T04-39-37.fits,2018-02-25T06-01-30.fits
2014-11-25T03-53-10.fits,2014-11-25T03-53-15.fits,2014-11-21T03-01-30.fits
2016-02-08T09-00-04.fits,2016-02-08T09-00-09.fits,2016-02-04T09-01-30.fits
2014-09-01T06-15-52.fits,2014-09-01T06-15-59.fits,2014-08-28T06-01-30.fits
2016-09-10T02-34-09.fits,2016-09-10T01-30-12.fits,2016-09-06T03-01-30.fits
2017-03-08T08-56-28.fits,2017-03-08T08-56-25.fits,2017-03-04T09-01-30.fits
2012-10-19T14-33-49.fits,2012-10-19T14-33-49.fits,2012-10-15T15-01-30.fits
2014-02-08T06-13-48.fits,2014-02-08T06-13-56.fits,2014-02-04T06-01-30.fits
2019-02-19T10-21-19.fits,2019-02-19T10-21-10.fits,2019-02-15T09-01-30.fits
2014-09-28T05-46-34.fits,2014-09-28T05-46-41.fits,2014-09-24T06-01-30.fits
2018-05-28T09-49-10.fits,2018-05-28T09-49-14.fits,2018-05-24T09-01-30.fits
2013-08-25T06-49-41.fits,2013-08-25T06-49-49.fits,2013-08-21T06-01-30.fits
2017-05-26T07-18-11.fits,2017-05-26T07-18-16.fits,2017-05-22T06-01-30.fits
2015-03-14T01-30-36.fits,2015-03-14T01-30-39.fits,2015-03-10T00-01-30.fits
2019-10-21T03-58-24.fits,2019-10-21T03-58-30.fits,2019-10-17T03-01-30.fits
2018-09-05T10-14-51.fits,2018-09-05T10-14-54.fits,2018-09-01T09-01-30.fits
2013-12-11T08-26-58.fits,2013-12-11T08-27-06.fits,2013-12-07T09-01-30.fits
2020-04-15T04-52-19.fits,2020-04-15T04-52-24.fits,2020-04-11T06-01-30.fits
2015-09-04T02-36-26.fits,2015-09-04T02-36-30.fits,2015-08-31T03-01-30.fits
2015-05-05T01-30-30.fits,2015-05-05T01-30-35.fits,2015-05-01T00-01-30.fits
2014-05-25T06-41-48.fits,2014-05-25T06-41-55.fits,2014-05-21T06-01-30.fits
2018-06-27T04-02-04.fits,2018-06-27T04-02-09.fits,2018-06-23T03-01-30.fits
2012-10-22T17-47-40.fits,2012-10-22T17-47-40.fits,2012-10-18T18-01-30.fits
2019-09-25T10-00-01.fits,2019-09-25T10-00-06.fits,2019-09-21T09-01-30.fits
2012-12-07T15-33-33.fits,2012-12-07T15-33-33.fits,2012-12-03T15-01-30.fits
2014-12-13T03-32-28.fits,2014-12-13T03-32-33.fits,2014-12-09T03-01-30.fits
2014-03-23T06-15-41.fits,2014-03-23T06-15-48.fits,2014-03-19T06-01-30.fits
2017-10-07T09-00-25.fits,2017-10-07T09-00-21.fits,2017-10-03T09-01-30.fits
2019-09-26T05-17-26.fits,2019-09-26T05-17-34.fits,2019-09-22T06-01-30.fits
2018-03-27T01-30-04.fits,2018-03-27T01-30-09.fits,2018-03-23T00-01-30.fits
2018-09-10T01-30-12.fits,2018-09-10T01-30-19.fits,2018-09-06T00-01-30.fits
2015-11-25T03-34-41.fits,2015-11-25T03-34-46.fits,2015-11-21T03-01-30.fits
2012-10-18T01-07-21.fits,2012-10-18T01-07-21.fits,2012-10-14T00-01-30.fits
2013-12-29T00-54-39.fits,2013-12-29T00-54-47.fits,2013-12-25T00-01-30.fits
2015-07-19T04-40-21.fits,2015-07-19T04-40-26.fits,2015-07-15T06-01-30.fits
2019-12-19T02-30-07.fits,2019-12-19T02-30-13.fits,2019-12-15T03-01-30.fits
2016-06-03T08-00-52.fits,2016-06-03T08-00-57.fits,2016-05-30T09-01-30.fits
2017-05-15T01-30-05.fits,2017-05-15T03-58-03.fits,2017-05-11T00-01-30.fits
2016-08-16T06-02-08.fits,2016-08-16T06-01-54.fits,2016-08-12T06-01-30.fits
2012-10-22T15-46-56.fits,2012-10-22T15-46-56.fits,2012-10-18T15-01-30.fits
2017-09-09T07-47-36.fits,2017-09-09T07-47-40.fits,2017-09-05T09-01-30.fits
2012-10-26T13-41-56.fits,2012-10-26T13-41-56.fits,2012-10-22T15-01-30.fits
2019-11-16T11-58-20.fits,2019-11-16T11-58-26.fits,2019-11-12T12-01-30.fits
2016-02-07T07-55-52.fits,2016-02-07T07-55-56.fits,2016-02-03T09-01-30.fits
2015-02-07T11-24-26.fits,2015-02-07T11-24-38.fits,2015-02-03T12-01-30.fits
2017-09-27T06-44-38.fits,2017-09-27T06-44-43.fits,2017-09-23T06-01-30.fits
2012-12-07T15-38-37.fits,2012-12-07T15-38-37.fits,2012-12-03T15-01-30.fits
2018-03-16T06-54-30.fits,2018-03-16T06-54-35.fits,2018-03-12T06-01-30.fits
2017-07-25T08-53-48.fits,2017-07-25T08-53-53.fits,2017-07-21T09-01-30.fits
2019-08-29T07-28-42.fits,2019-08-29T07-28-46.fits,2019-08-25T06-01-30.fits
2015-03-11T02-36-55.fits,2015-03-11T02-36-59.fits,2015-03-07T03-01-30.fits
2012-10-26T21-52-52.fits,2012-10-26T21-52-52.fits,2012-10-22T21-01-30.fits
2015-03-14T04-39-34.fits,2015-03-14T04-39-38.fits,2015-03-10T06-01-30.fits
2020-02-02T03-41-30.fits,2020-02-02T03-41-39.fits,2020-01-29T03-01-30.fits
2016-02-05T10-15-34.fits,2016-02-05T10-15-39.fits,2016-02-01T09-01-30.fits
2012-12-22T05-49-24.fits,2012-12-22T05-49-33.fits,2012-12-18T06-01-30.fits
2020-03-21T05-55-37.fits,2020-03-21T05-55-42.fits,2020-03-17T06-01-30.fits
2013-10-07T06-15-35.fits,2013-10-07T06-15-43.fits,2013-10-03T06-01-30.fits
2015-06-05T04-15-00.fits,2015-06-05T04-15-04.fits,2015-06-01T03-01-30.fits
2012-10-22T15-00-40.fits,2012-10-22T15-00-40.fits,2012-10-18T15-01-30.fits
2017-09-13T02-34-14.fits,2017-09-13T02-34-18.fits,2017-09-09T03-01-30.fits
2014-11-13T04-55-34.fits,2014-11-13T04-55-38.fits,2014-11-09T06-01-30.fits
2014-03-26T07-43-23.fits,2014-03-26T07-43-30.fits,2014-03-22T09-01-30.fits
2016-01-27T09-15-08.fits,2016-01-27T09-15-13.fits,2016-01-23T09-01-30.fits
2018-07-26T09-14-59.fits,2018-07-26T09-15-05.fits,2018-07-22T09-01-30.fits
2012-12-07T22-14-07.fits,2012-12-07T22-14-07.fits,2012-12-03T21-01-30.fits
2012-10-22T14-24-06.fits,2012-10-22T14-24-06.fits,2012-10-18T15-01-30.fits
2012-11-12T04-30-19.fits,2012-11-12T04-30-26.fits,2012-11-08T03-01-30.fits
2012-10-18T20-34-49.fits,2012-10-18T20-34-49.fits,2012-10-14T21-01-30.fits
2014-03-19T04-41-47.fits,2014-03-19T04-41-54.fits,2014-03-15T06-01-30.fits
2019-05-09T09-14-36.fits,2019-05-09T09-14-41.fits,2019-05-05T09-01-30.fits
2013-09-26T06-18-51.fits,2013-09-26T06-19-01.fits,2013-09-22T06-01-30.fits
2017-07-14T02-33-34.fits,2017-07-14T02-33-38.fits,2017-07-10T03-01-30.fits
2015-05-11T02-44-31.fits,2015-05-11T02-44-35.fits,2015-05-07T03-01-30.fits
2020-04-07T03-46-00.fits,2020-04-07T03-46-05.fits,2020-04-03T03-01-30.fits
2014-01-30T05-39-37.fits,2014-01-30T05-39-45.fits,2014-01-26T06-01-30.fits
2020-05-18T01-30-16.fits,2020-05-18T01-30-22.fits,2020-05-14T00-01-30.fits
2016-04-21T03-46-53.fits,2016-04-21T03-46-58.fits,2016-04-17T03-01-30.fits
2013-12-29T03-51-15.fits,2013-12-29T03-51-24.fits,2013-12-25T03-01-30.fits
2018-05-13T01-30-05.fits,2018-05-13T01-30-12.fits,2018-05-09T00-01-30.fits
2020-01-01T03-48-17.fits,2020-01-01T03-48-23.fits,2019-12-28T03-01-30.fits
2013-08-02T08-38-48.fits,2013-08-02T08-38-55.fits,2013-07-29T09-01-30.fits
2013-01-30T07-15-58.fits,2013-01-30T07-16-06.fits,2013-01-26T06-01-30.fits
2012-10-26T21-35-33.fits,2012-10-26T21-35-33.fits,2012-10-22T21-01-30.fits
2015-06-10T08-06-38.fits,2015-06-10T08-06-43.fits,2015-06-06T09-01-30.fits
2013-01-10T06-23-47.fits,2013-01-10T06-23-56.fits,2013-01-06T06-01-30.fits
2016-10-09T02-34-41.fits,2016-10-09T02-34-45.fits,2016-10-05T03-01-30.fits
2014-01-19T08-24-12.fits,2014-01-19T08-24-25.fits,2014-01-15T09-01-30.fits
2019-12-19T11-03-40.fits,2019-12-19T11-03-45.fits,2019-12-15T12-01-30.fits
2017-03-08T10-03-57.fits,2017-03-08T10-03-55.fits,2017-03-04T09-01-30.fits
2014-01-09T05-05-31.fits,2014-01-09T05-05-38.fits,2014-01-05T06-01-30.fits
2014-02-08T06-47-59.fits,2014-02-08T06-48-07.fits,2014-02-04T06-01-30.fits
2016-11-20T06-14-45.fits,2016-11-20T06-14-52.fits,2016-11-16T06-01-30.fits
2019-05-06T08-03-26.fits,2019-05-06T06-44-00.fits,2019-05-02T09-01-30.fits
2018-05-19T06-36-31.fits,2018-05-19T06-36-36.fits,2018-05-15T06-01-30.fits
2014-06-28T05-42-39.fits,2014-06-28T05-42-47.fits,2014-06-24T06-01-30.fits
2012-10-24T13-04-50.fits,2012-10-24T13-04-50.fits,2012-10-20T12-01-30.fits
2015-06-15T08-35-46.fits,2015-06-15T08-35-50.fits,2015-06-11T09-01-30.fits
2016-03-17T08-13-17.fits,2016-03-17T08-13-21.fits,2016-03-13T09-01-30.fits
2018-06-28T01-30-08.fits,2018-06-28T01-30-13.fits,2018-06-24T00-01-30.fits
2019-10-09T10-06-22.fits,2019-10-09T10-06-27.fits,2019-10-05T09-01-30.fits
2013-01-25T05-17-03.fits,2013-01-25T05-17-11.fits,2013-01-21T06-01-30.fits
2020-02-26T04-44-58.fits,2020-02-26T03-38-59.fits,2020-02-22T06-01-30.fits
2019-09-16T10-02-30.fits,2019-09-16T10-02-37.fits,2019-09-12T09-01-30.fits
2012-11-07T08-54-03.fits,2012-11-07T08-54-11.fits,2012-11-03T09-01-30.fits
2019-09-18T07-30-32.fits,2019-09-18T07-30-37.fits,2019-09-14T06-01-30.fits
2019-06-15T01-30-03.fits,2019-06-15T04-08-24.fits,2019-06-11T00-01-30.fits
2017-06-24T07-51-34.fits,2017-06-24T07-51-38.fits,2017-06-20T09-01-30.fits
2020-02-23T04-47-48.fits,2020-02-23T04-47-53.fits,2020-02-19T06-01-30.fits
2015-01-04T04-54-41.fits,2015-01-04T04-54-46.fits,2014-12-31T06-01-30.fits
2016-09-09T08-10-21.fits,2016-09-09T07-03-28.fits,2016-09-05T09-01-30.fits
2012-10-17T13-17-23.fits,2012-10-17T13-17-23.fits,2012-10-13T12-01-30.fits
2013-08-06T12-03-05.fits,2013-08-06T12-03-12.fits,2013-08-02T12-01-30.fits
2016-06-12T06-52-04.fits,2016-06-12T06-52-09.fits,2016-06-08T06-01-30.fits
2019-11-01T04-02-34.fits,2019-11-01T02-47-25.fits,2019-10-28T03-01-30.fits
2016-01-03T10-12-59.fits,2016-01-03T10-13-03.fits,2015-12-30T09-01-30.fits
2017-09-01T02-32-56.fits,2017-09-01T02-33-00.fits,2017-08-28T03-01-30.fits
2016-01-19T10-12-52.fits,2016-01-19T10-12-57.fits,2016-01-15T09-01-30.fits
2018-04-11T02-46-29.fits,2018-04-11T02-46-34.fits,2018-04-07T03-01-30.fits
2019-03-10T03-48-45.fits,2019-03-10T03-48-50.fits,2019-03-06T03-01-30.fits
2017-11-20T05-47-39.fits,2017-11-20T05-47-44.fits,2017-11-16T06-01-30.fits
2014-10-08T05-16-23.fits,2014-10-08T05-16-30.fits,2014-10-04T06-01-30.fits
2012-12-07T05-09-24.fits,2012-12-07T02-54-02.fits,2012-12-03T06-01-30.fits
2017-07-14T06-46-10.fits,2017-07-14T06-46-14.fits,2017-07-10T06-01-30.fits
2015-02-17T03-34-34.fits,2015-02-17T03-34-38.fits,2015-02-13T03-01-30.fits
2014-09-30T07-36-37.fits,2014-09-30T07-36-45.fits,2014-09-26T09-01-30.fits
2017-01-07T03-33-52.fits,2017-01-07T03-33-56.fits,2017-01-03T03-01-30.fits
2013-05-09T23-52-14.fits,2013-05-09T23-52-22.fits,2013-05-06T00-01-30.fits
2012-12-07T22-21-44.fits,2012-12-07T22-21-44.fits,2012-12-03T21-01-30.fits
2014-02-14T06-49-56.fits,2014-02-14T06-50-04.fits,2014-02-10T06-01-30.fits
2019-10-24T01-30-06.fits,2019-10-24T01-30-13.fits,2019-10-20T00-01-30.fits
2017-08-12T03-35-32.fits,2017-08-12T03-35-36.fits,2017-08-08T03-01-30.fits
2018-02-18T04-39-08.fits,2018-02-18T04-39-12.fits,2018-02-14T06-01-30.fits
2014-09-30T04-04-45.fits,2014-09-30T04-04-56.fits,2014-09-26T03-01-30.fits
2012-10-22T04-47-32.fits,2012-10-22T04-47-39.fits,2012-10-18T06-01-30.fits
2013-03-21T05-23-23.fits,2013-03-21T05-23-31.fits,2013-03-17T06-01-30.fits
2013-09-01T08-07-50.fits,2013-09-01T08-07-58.fits,2013-08-28T09-01-30.fits
2017-12-27T05-42-30.fits,2017-12-27T05-42-34.fits,2017-12-23T06-01-30.fits
2017-06-07T05-48-41.fits,2017-06-07T05-48-46.fits,2017-06-03T06-01-30.fits
2016-06-18T07-49-44.fits,2016-06-18T07-49-48.fits,2016-06-14T09-01-30.fits
2017-07-13T07-54-27.fits,2017-07-13T07-54-32.fits,2017-07-09T09-01-30.fits
2017-12-22T07-58-08.fits,2017-12-22T07-58-12.fits,2017-12-18T09-01-30.fits
2015-08-17T03-40-01.fits,2015-08-17T03-40-06.fits,2015-08-13T03-01-30.fits
2020-01-30T02-30-05.fits,2020-01-30T02-30-12.fits,2020-01-26T03-01-30.fits
2017-03-17T03-37-35.fits,2017-03-17T03-37-40.fits,2017-03-13T03-01-30.fits
2015-08-29T02-34-56.fits,2015-08-29T02-35-00.fits,2015-08-25T03-01-30.fits
2017-11-19T02-30-06.fits,2017-11-19T02-30-13.fits,2017-11-15T03-01-30.fits
2013-02-07T07-47-08.fits,2013-02-07T07-47-17.fits,2013-02-03T09-01-30.fits
2014-11-26T05-31-50.fits,2014-11-26T05-31-54.fits,2014-11-22T06-01-30.fits
2012-12-07T14-36-38.fits,2012-12-07T14-36-38.fits,2012-12-03T15-01-30.fits
2012-10-22T14-34-09.fits,2012-10-22T14-34-09.fits,2012-10-18T15-01-30.fits
2015-04-02T08-37-22.fits,2015-04-02T08-37-26.fits,2015-03-29T09-01-30.fits
2012-10-18T14-09-12.fits,2012-10-18T14-09-12.fits,2012-10-14T15-01-30.fits
2019-02-09T02-30-06.fits,2019-02-09T02-30-15.fits,2019-02-05T03-01-30.fits
2012-10-18T00-45-35.fits,2012-10-18T00-45-35.fits,2012-10-14T00-01-30.fits
2020-05-20T06-59-22.fits,2020-05-20T06-59-27.fits,2020-05-16T06-01-30.fits
2017-06-27T04-41-52.fits,2017-06-27T04-41-56.fits,2017-06-23T06-01-30.fits
2017-08-11T05-52-06.fits,2017-08-11T05-52-11.fits,2017-08-07T06-01-30.fits
2016-08-01T09-05-33.fits,2016-08-01T09-05-38.fits,2016-07-28T09-01-30.fits
2018-02-11T03-34-41.fits,2018-02-11T03-34-45.fits,2018-02-07T03-01-30.fits
2018-10-10T22-52-56.fits,2018-10-10T22-53-01.fits,2018-10-07T00-01-30.fits
2015-10-31T05-49-50.fits,2015-10-31T05-49-54.fits,2015-10-27T06-01-30.fits
2012-10-19T13-10-22.fits,2012-10-19T13-10-22.fits,2012-10-15T12-01-30.fits
2012-12-08T03-03-27.fits,2012-12-08T03-03-27.fits,2012-12-04T03-01-30.fits
2015-09-21T06-00-20.fits,2015-09-21T06-00-26.fits,2015-09-17T06-01-30.fits
2012-11-23T05-11-19.fits,2012-11-23T05-11-27.fits,2012-11-19T06-01-30.fits
2012-12-07T01-04-58.fits,2012-12-07T01-04-58.fits,2012-12-03T00-01-30.fits
2014-08-05T07-13-47.fits,2014-08-05T07-13-56.fits,2014-08-01T06-01-30.fits
2013-04-08T08-04-26.fits,2013-04-08T08-04-34.fits,2013-04-04T09-01-30.fits
2013-10-23T06-25-48.fits,2013-10-23T06-25-56.fits,2013-10-19T06-01-30.fits
2015-02-01T02-30-35.fits,2015-02-01T02-30-40.fits,2015-01-28T03-01-30.fits
2019-08-24T03-53-31.fits,2019-08-24T03-53-36.fits,2019-08-20T03-01-30.fits
2015-09-15T06-03-12.fits,2015-09-15T06-03-19.fits,2015-09-11T06-01-30.fits
2012-12-04T05-48-09.fits,2012-12-04T05-48-18.fits,2012-11-30T06-01-30.fits
2012-10-26T08-52-19.fits,2012-10-26T08-52-27.fits,2012-10-22T09-01-30.fits
2015-10-30T02-34-57.fits,2015-10-30T02-35-02.fits,2015-10-26T03-01-30.fits
2017-08-03T08-50-41.fits,2017-08-03T08-50-45.fits,2017-07-30T09-01-30.fits
2016-10-18T10-20-28.fits,2016-10-18T10-20-33.fits,2016-10-14T09-01-30.fits
2013-06-03T12-02-07.fits,2013-06-03T12-02-15.fits,2013-05-30T12-01-30.fits
2013-02-24T04-30-27.fits,2013-02-24T04-30-35.fits,2013-02-20T03-01-30.fits
2019-12-07T08-44-08.fits,2019-12-07T09-58-22.fits,2019-12-03T09-01-30.fits
2017-08-06T04-39-51.fits,2017-08-06T04-39-55.fits,2017-08-02T06-01-30.fits
2015-12-07T06-57-34.fits,2015-12-07T06-57-39.fits,2015-12-03T06-01-30.fits
2013-08-29T03-32-50.fits,2013-08-29T03-32-58.fits,2013-08-25T03-01-30.fits
2015-08-15T07-08-51.fits,2015-08-15T07-08-55.fits,2015-08-11T06-01-30.fits
2014-10-15T03-30-31.fits,2014-10-15T03-30-39.fits,2014-10-11T03-01-30.fits
2017-10-16T04-39-06.fits,2017-10-16T04-39-11.fits,2017-10-12T06-01-30.fits
2013-04-05T06-12-14.fits,2013-04-05T06-12-22.fits,2013-04-01T06-01-30.fits
2013-07-17T11-02-21.fits,2013-07-17T11-02-28.fits,2013-07-13T12-01-30.fits
2019-07-30T05-22-16.fits,2019-07-30T05-22-22.fits,2019-07-26T06-01-30.fits
2013-01-02T04-30-26.fits,2013-01-02T04-30-35.fits,2012-12-29T03-01-30.fits
2014-03-23T05-08-41.fits,2014-03-23T05-08-48.fits,2014-03-19T06-01-30.fits
2012-10-19T17-11-52.fits,2012-10-19T17-11-52.fits,2012-10-15T18-01-30.fits
2016-07-29T07-08-34.fits,2016-07-29T07-08-39.fits,2016-07-25T06-01-30.fits
2019-04-15T09-22-58.fits,2019-04-15T09-23-04.fits,2019-04-11T09-01-30.fits
2019-01-22T05-00-30.fits,2019-01-22T05-00-35.fits,2019-01-18T06-01-30.fits
2012-12-07T20-39-33.fits,2012-12-07T20-39-33.fits,2012-12-03T21-01-30.fits
